description	enabled	* type	op	param	value	class	numinputs	input 1	input 2	input 3	input 4	input 5	input 6	input 7	output	lvl	plvl	ilvl	mod 1	mod 1 chance	mod 1 param	mod 1 min	mod 1 max	mod 2	mod 2 chance	mod 2 param	mod 2 min	mod 2 max	mod 3	mod 3 chance	mod 3 param	mod 3 min	mod 3 max	mod 4	mod 4 chance	mod 4 param	mod 4 min	mod 4 max	mod 5	mod 5 chance	mod 5 param	mod 5 min	mod 5 max	output b	b lvl	b plvl	b ilvl	b mod 1	b mod 1 chance	b mod 1 param	b mod 1 min	b mod 1 max	b mod 2	b mod 2 chance	b mod 2 param	b mod 2 min	b mod 2 max	b mod 3	b mod 3 chance	b mod 3 param	b mod 3 min	b mod 3 max	b mod 4	b mod 4 chance	b mod 4 param	b mod 4 min	b mod 4 max	b mod 5	b mod 5 chance	b mod 5 param	b mod 5 min	b mod 5 max	output c	c lvl	c plvl	c ilvl	c mod 1	c mod 1 chance	c mod 1 param	c mod 1 min	c mod 1 max	c mod 2	c mod 2 chance	c mod 2 param	c mod 2 min	c mod 2 max	c mod 3	c mod 3 chance	c mod 3 param	c mod 3 min	c mod 3 max	c mod 4	c mod 4 chance	c mod 4 param	c mod 4 min	c mod 4 max	c mod 5	c mod 5 chance	c mod 5 param	c mod 5 min	c mod 5 max	min diff	version	ladder	*eol
Vessel Add	1	SC - Vessels					30	Q0+S	"Q0+,qty=29"						useitem				shrinecount			29	29																																																																																		0
Vessel Add	1	SC - Vessels					30	R0+S	"R0+,qty=29"						useitem				shrinecount			29	29																																																																																		0
Vessel Add	1	SC - Vessels					31	A0+S	"A0+,qty=30"						useitem				shrinecount			30	30																																																																																		0
Vessel Add	1	SC - Vessels					31	B0+S	"B0+,qty=30"						useitem				shrinecount			30	30																																																																																		0
Vessel Add	1	SC - Vessels					31	C0+S	"C0+,qty=30"						useitem				shrinecount			30	30																																																																																		0
Vessel Add	1	SC - Vessels					31	D0+S	"D0+,qty=30"						useitem				shrinecount			30	30																																																																																		0
Vessel Add	1	SC - Vessels					31	E0+S	"E0+,qty=30"						useitem				shrinecount			30	30																																																																																		0
Vessel Add	1	SC - Vessels					31	F0+S	"F0+,qty=30"						useitem				shrinecount			30	30																																																																																		0
Vessel Add	1	SC - Vessels					31	G0+S	"G0+,qty=30"						useitem				shrinecount			30	30																																																																																		0
Vessel Add	1	SC - Vessels					31	H0+S	"H0+,qty=30"						useitem				shrinecount			30	30																																																																																		0
Vessel Add	1	SC - Vessels					31	I0+S	"I0+,qty=30"						useitem				shrinecount			30	30																																																																																		0
Vessel Add	1	SC - Vessels					31	J0+S	"J0+,qty=30"						useitem				shrinecount			30	30																																																																																		0
Vessel Add	1	SC - Vessels					31	K0+S	"K0+,qty=30"						useitem				shrinecount			30	30																																																																																		0
Vessel Add	1	SC - Vessels					31	M0+S	"M0+,qty=30"						useitem				shrinecount			30	30																																																																																		0
Vessel Add	1	SC - Vessels					31	N0+S	"N0+,qty=30"						useitem				shrinecount			30	30																																																																																		0
Vessel Add	1	SC - Vessels					31	O0+S	"O0+,qty=30"						useitem				shrinecount			30	30																																																																																		0
Vessel Add	1	SC - Vessels					31	Q0+S	"Q0+,qty=30"						useitem				shrinecount			30	30																																																																																		0
Vessel Add	1	SC - Vessels					31	R0+S	"R0+,qty=30"						useitem				shrinecount			30	30																																																																																		0
Vessel Add	1	SC - Vessels					32	A0+S	"A0+,qty=31"						useitem				shrinecount			31	31																																																																																		0
Vessel Add	1	SC - Vessels					32	B0+S	"B0+,qty=31"						useitem				shrinecount			31	31																																																																																		0
Vessel Add	1	SC - Vessels					32	C0+S	"C0+,qty=31"						useitem				shrinecount			31	31																																																																																		0
Vessel Add	1	SC - Vessels					32	D0+S	"D0+,qty=31"						useitem				shrinecount			31	31																																																																																		0
Vessel Add	1	SC - Vessels					32	E0+S	"E0+,qty=31"						useitem				shrinecount			31	31																																																																																		0
Vessel Add	1	SC - Vessels					32	F0+S	"F0+,qty=31"						useitem				shrinecount			31	31																																																																																		0
Vessel Add	1	SC - Vessels					32	G0+S	"G0+,qty=31"						useitem				shrinecount			31	31																																																																																		0
Vessel Add	1	SC - Vessels					32	H0+S	"H0+,qty=31"						useitem				shrinecount			31	31																																																																																		0
Vessel Add	1	SC - Vessels					32	I0+S	"I0+,qty=31"						useitem				shrinecount			31	31																																																																																		0
